"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc","gdppc_impute","pop_impute","percent_growth_impute"
"169",169,"DZA",1968,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3151,13146.267,8.39353285173719,8.05579245097777,3151,13146.267,8.39353285173719
"170",170,"DZA",1969,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3355,13528.304,6.47413519517613,8.1185050675871,3355,13528.304,6.47413519517613
"171",171,"DZA",1970,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3585,13931.846,6.85543964232489,8.18479265416508,3585,13931.846,6.85543964232489
"172",172,"DZA",1971,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3188,14335.388,-11.0739191073919,8.06746266701006,3188,14335.388,-11.0739191073919
"173",173,"DZA",1972,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3746,14760.787,17.5031367628607,8.22871079879369,3746,14760.787,17.5031367628607
"174",174,"DZA",1973,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3757,15197.724,0.293646556326749,8.23164217997341,3757,15197.724,0.293646556326749
"175",175,"DZA",1974,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",3870,15653.2,3.00771892467394,8.26126815057765,3870,15653.2,3.00771892467394
"176",176,"DZA",1975,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4020,16140.252,3.87596899224806,8.29928590689727,4020,16140.252,3.87596899224806
"177",177,"DZA",1976,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4157,16634.618,3.40796019900498,8.33278946841796,4157,16634.618,3.40796019900498
"178",178,"DZA",1977,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4398,17152.804,5.79745008419533,8.38913252134872,4398,17152.804,5.79745008419533
"179",179,"DZA",1978,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4812,17685.768,9.41336971350614,8.47907586930311,4812,17685.768,9.41336971350614
"180",180,"DZA",1979,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5088,18229.932,5.7356608478803,8.53483662658883,5088,18229.932,5.7356608478803
"181",181,"DZA",1980,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5024,18806.061,-1.25786163522013,8.52218073292728,5024,18806.061,-1.25786163522013
"182",182,"DZA",1981,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",4991,19407.036,-0.656847133757962,8.51559191004926,4991,19407.036,-0.656847133757962
"183",183,"DZA",1982,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5145,20033.753,3.08555399719495,8.54597499284169,5145,20033.753,3.08555399719495
"184",184,"DZA",1983,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5243,20680.982,1.9047619047619,8.56483984488359,5243,20680.982,1.9047619047619
"185",185,"DZA",1984,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5361,21340.546,2.25061987411787,8.5870923187959,5361,21340.546,2.25061987411787
"186",186,"DZA",1985,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5469,22008.45,2.01454952434247,8.60703389541603,5469,22008.45,2.01454952434247
"187",187,"DZA",1986,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5262,22642.538,-3.78496982995063,8.56845648535378,5262,22642.538,-3.78496982995063
"188",188,"DZA",1987,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5088,23254.956,-3.30672748004561,8.53483662658883,5088,23254.956,-3.30672748004561
"189",189,"DZA",1988,0,1,0,0,0,1,0,0,0,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",4850,23880.766,-4.67767295597484,8.48694014824522,4850,23880.766,-4.67767295597484
"190",190,"DZA",1989,0,1,0,0,0,1,0,0,0,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",4889,24496.305,0.804123711340206,8.49494758246892,4889,24496.305,0.804123711340206
"191",191,"DZA",1990,0,1,1,1,0,1,0,0,0,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",4697,25089.032,-3.92718347310288,8.45489216521886,4697,25089.032,-3.92718347310288
"192",192,"DZA",1991,0,1,1,1,0,1,1,1,1,5,615,"ALG","DZA",12,"Algeria",0,"Algeria",4708.2319,25722.00235,0.239129231424308,8.45728009515545,4708.2319,25722.00235,0.239129231424308
"193",193,"DZA",1992,0,1,1,1,0,0,1,1,1,4,615,"ALG","DZA",12,"Algeria",0,"Algeria",4850.2233,26386.96538,3.01581151939436,8.48698617893182,4850.2233,26386.96538,3.01581151939436
"194",194,"DZA",1993,0,1,0,0,0,0,1,1,1,2,615,"ALG","DZA",12,"Algeria",0,"Algeria",4816.9236,27045.42869,-0.686560142498997,8.48009832584693,4816.9236,27045.42869,-0.686560142498997
"195",195,"DZA",1994,0,1,0,0,0,1,1,1,1,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",4856.9854,27646.75197,0.831688507577731,8.4883791042056,4856.9854,27646.75197,0.831688507577731
"196",196,"DZA",1995,0,1,0,0,0,1,1,1,1,3,615,"ALG","DZA",12,"Algeria",0,"Algeria",5142.384,28207.67356,5.87604401693282,8.5454665075803,5142.384,28207.67356,5.87604401693282
"197",197,"DZA",1996,0,1,0,0,0,0,0,1,1,1,615,"ALG","DZA",12,"Algeria",0,"Algeria",5451.6344,28721.49754,6.01375548772709,8.60385414701546,5451.6344,28721.49754,6.01375548772709
"198",198,"DZA",1997,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",5638.4802,29200.1477,3.4273354794298,8.63754717712426,5638.4802,29200.1477,3.4273354794298
"199",199,"DZA",1998,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6069.7773,29649.00728,7.64917291010439,8.71124193186825,6069.7773,29649.00728,7.64917291010439
"200",200,"DZA",1999,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6421.5085,30083.24398,5.79479579918031,8.76756405245533,6421.5085,30083.24398,5.79479579918031
"201",201,"DZA",2000,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",6834.5539,30514.66903,6.43221760120694,8.82989278464562,6834.5539,30514.66903,6.43221760120694
"202",202,"DZA",2001,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",7218.2458,30952.15957,5.61400064457755,8.88450576659677,7218.2458,30952.15957,5.61400064457755
"203",203,"DZA",2002,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",7814.8382,31396.79622,8.26506074370591,8.96390749238245,7814.8382,31396.79622,8.26506074370591
"204",204,"DZA",2003,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",8590.1775,31846.68166,9.92137367604104,9.05849108358164,8590.1775,31846.68166,9.92137367604104
"205",205,"DZA",2004,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",9182.2942,32320.20156,6.89295069863225,9.12514126456086,9182.2942,32320.20156,6.89295069863225
"206",206,"DZA",2005,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",9969.6226,32785.04055,8.57441923392087,9.20739830834816,9969.6226,32785.04055,8.57441923392087
"207",207,"DZA",2006,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",10385.7791,33286.41485,4.17424527183205,9.24828903603334,10385.7791,33286.41485,4.17424527183205
"208",208,"DZA",2007,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",10974.7423,33865.506,5.6708619962849,9.3034428711915,10974.7423,33865.506,5.6708619962849
"209",209,"DZA",2008,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",11475.0024,34480.04087,4.55828561915298,9.34801338623333,11475.0024,34480.04087,4.55828561915298
"210",210,"DZA",2009,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",11907.0215,35126.13816,3.76487154373058,9.38496752764294,11907.0215,35126.13816,3.76487154373058
"211",211,"DZA",2010,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",12587.7443,35805.13447,5.71698640167904,9.44055838417703,12587.7443,35805.13447,5.71698640167904
"212",212,"DZA",2011,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13204,36506.72245,4.89568015772293,9.48835082473123,13204,36506.72245,4.89568015772293
"213",213,"DZA",2012,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13379,37216.78517,1.32535595274159,9.50151633368222,13379,37216.78517,1.32535595274159
"214",214,"DZA",2013,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13494,37934.47009,0.859556020629344,9.5100745254521,13494,37934.47009,0.859556020629344
"215",215,"DZA",2014,0,1,0,0,0,0,0,0,0,0,615,"ALG","DZA",12,"Algeria",0,"Algeria",13744,38657.45757,1.85267526307989,9.52843040059935,13744,38657.45757,1.85267526307989
"216",216,"DZA",2015,0,1,NA,NA,0,0,0,0,0,NA,615,"ALG","DZA",12,"Algeria",0,"Algeria",14004,39382.96884,1.89173457508731,9.54716968769421,14004,39382.96884,1.89173457508731
"217",217,"DZA",2016,0,1,NA,NA,NA,0,0,0,0,NA,615,"ALG","DZA",12,"Algeria",0,"Algeria",14331,40101.6089,2.3350471293916,9.57025007842484,14331,40101.6089,2.3350471293916
"218",218,"AGO",1800,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649.7131,5137.877064,-4.18143160878809
"219",219,"AGO",1801,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3618.964,5080.260825,5.58823411148001
"220",220,"AGO",1802,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.959,5080.260825,-7.75623328643629
"221",221,"AGO",1803,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2796,5137.877064,-0.872938894277401
"222",222,"AGO",1804,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422.0896,5460.302,2.7355602651055
"223",223,"AGO",1805,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649.7131,5235.17679,1.12941176470587
"224",224,"AGO",1806,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1469.8775,5080.260825,3.14831585645531
"225",225,"AGO",1807,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,5080.260825,1.01080515859184
"226",226,"AGO",1808,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526.204,5460.302,0.0923076923076923
"227",227,"AGO",1809,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1788,5137.877064,2.02474690663667
"228",228,"AGO",1810,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,5137.877064,7.08941930887068
"229",229,"AGO",1811,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,5019.203153,-4.25790754257908
"230",230,"AGO",1812,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,2511,3.93700787401575
"231",231,"AGO",1813,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,18377,1.32730015082956
"232",232,"AGO",1814,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403,3393,0.549073438572409
"233",233,"AGO",1815,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,816,3.14666666666667
"234",234,"AGO",1816,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2688.1148,1378,1.9559902200489
"235",235,"AGO",1817,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690.7608,3512,2.58620499356824
"236",236,"AGO",1818,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,5353.494,1.73116089613035
"237",237,"AGO",1819,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.9918,1219,-3.68188512518409
"238",238,"AGO",1820,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,21239,2.28013029315961
"239",239,"AGO",1821,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1219,-2.45030050855294
"240",240,"AGO",1822,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,4565.428137,-2.7972027972028
"241",241,"AGO",1823,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1636.7555,25620,1.88998589562764
"242",242,"AGO",1824,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,11928,2.14592274678112
"243",243,"AGO",1825,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.129,2534,-1.338199513382
"244",244,"AGO",1826,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,3512,2.28928199791883
"245",245,"AGO",1827,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,2561,-3.32086061739944
"246",246,"AGO",1828,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476.5341,2732,-7.01346957733395
"247",247,"AGO",1829,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421.007,124467.1471,4.99390986601705
"248",248,"AGO",1830,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,3273,0.36101083032491
"249",249,"AGO",1831,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101,389193,2.1680216802168
"250",250,"AGO",1832,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811,1255,-10.1380042462845
"251",251,"AGO",1833,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120,212389,-4.95867765630699
"252",252,"AGO",1834,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572.9487,20978,1.54355016538037
"253",253,"AGO",1835,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501.08,8055.089397,0.740055504162812
"254",254,"AGO",1836,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,20437,6.40132880920178
"255",255,"AGO",1837,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,37414,-0.327868852459016
"256",256,"AGO",1838,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588,3495,-3.73417721518987
"257",257,"AGO",1839,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,333,2.9705719044975
"258",258,"AGO",1840,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,383712,4.10519563822963
"259",259,"AGO",1841,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,4930.613,-2.59695290858726
"260",260,"AGO",1842,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,3595,0
"261",261,"AGO",1843,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260,2412,5.78647106764466
"262",262,"AGO",1844,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,2298,-1.92419825072886
"263",263,"AGO",1845,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2356,15455,6.83068954354158
"264",264,"AGO",1846,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435.77,1319,-2.84900284900285
"265",265,"AGO",1847,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067,2816,5.5324592260953
"266",266,"AGO",1848,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3709,36089,-2.84900284900285
"267",267,"AGO",1849,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4242.48,8047,0
"268",268,"AGO",1850,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1591,3867,-2.43231810490694
"269",269,"AGO",1851,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899,28264,-2.734375
"270",270,"AGO",1852,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2509,23560,3.48837209302326
"271",271,"AGO",1853,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,1241,1.83630640083945
"272",272,"AGO",1854,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,24460,6.44694998554495
"273",273,"AGO",1855,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042,3621,-4.61438474870017
"274",274,"AGO",1856,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774,23840,-2.4741541778581
"275",275,"AGO",1857,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3016,4176,-6.48330058939096
"276",276,"AGO",1858,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3824,2934,-5.94059405940594
"277",277,"AGO",1859,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,38909,3.66300366300366
"278",278,"AGO",1860,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218,3133,0.890208345688741
"279",279,"AGO",1861,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637,3042,1.78101598866626
"280",280,"AGO",1862,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,36350,5.26582278481013
"281",281,"AGO",1863,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,41491,-9.58549222797927
"282",282,"AGO",1864,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,373121,-1.93107546048723
"283",283,"AGO",1865,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,9449.395217,2.49806850373422
"284",284,"AGO",1866,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814.7017,7662,2.89982425307557
"285",285,"AGO",1867,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526,4178,1.80261378999549
"286",286,"AGO",1868,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,46287,0.454545454545455
"287",287,"AGO",1869,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092,3732,-1.67228986357635
"288",288,"AGO",1870,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5217,38890,0.799418604651163
"289",289,"AGO",1871,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,4251,0.305576776165011
"290",290,"AGO",1872,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,3470,-4.01651651651652
"291",291,"AGO",1873,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1840,-7.17434869739479
"292",292,"AGO",1874,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,2160,-0.70242656449553
"293",293,"AGO",1875,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2370,8374,17.1242987894892
"294",294,"AGO",1876,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301,4941,7.98696006519967
"295",295,"AGO",1877,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532,5917,2.3841059602649
"296",296,"AGO",1878,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,34069,2.17613056783407
"297",297,"AGO",1879,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2416,81654.76487,2.2557828331103
"298",298,"AGO",1880,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,1729,-2.2864019253911
"299",299,"AGO",1881,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316,33068,2.52911813643927
"300",300,"AGO",1882,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,9549,1.35060639470783
"301",301,"AGO",1883,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,4520,-0.825688073394495
"302",302,"AGO",1884,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703,7904,-1.03485838779956
"303",303,"AGO",1885,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194,545,0.734753857457752
"304",304,"AGO",1886,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,127736.7778,4.02877697841727
"305",305,"AGO",1887,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3416,17984,2.50193448542688
"306",306,"AGO",1888,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5745,36313,5.44896392939371
"307",307,"AGO",1889,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041,1707,-0.959572125216297
"308",308,"AGO",1890,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5985,1775,-1.01757631822387
"309",309,"AGO",1891,1,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,5066.447508,2.78562777553492
"310",310,"AGO",1892,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,59903.59938,2.82584884994524
"311",311,"AGO",1893,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4368,4726,7.16634931625411
"312",312,"AGO",1894,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7101,47607,-1.30603031280232
"313",313,"AGO",1895,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5660,366,8.25844061209619
"314",314,"AGO",1896,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,4432,3.73952288845906
"315",315,"AGO",1897,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,11026.383,-0.369685767097967
"316",316,"AGO",1898,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092,4051,0.643776824034335
"317",317,"AGO",1899,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,1837,-0.0547938295189997
"318",318,"AGO",1900,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4611,8896.132019,7.55148741418764
"319",319,"AGO",1901,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,39045,3.99670374948496
"320",320,"AGO",1902,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,2951,-8.8
"321",321,"AGO",1903,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,3165.8,0.451904454486766
"322",322,"AGO",1904,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,259359,6.62545875989955
"323",323,"AGO",1905,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,540,-6.46840148698885
"324",324,"AGO",1906,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322,18279.29878,1.78002623196552
"325",325,"AGO",1907,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4586,1155,-0.346020761245675
"326",326,"AGO",1908,0,0,0,0,0,0,0,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316.9759,4821,6.78066737917112
